company_name,website,country,employee_count,industry,travel_category,page_title,b2c_score,b2c_reasoning,source_file,line_number
Asheville Hotel Group,https://ashevillehotelgroup.com,United States,20,Unknown,,Asheville Hotel Group | Come Stay With Us,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119302
Fredericksburg Convention and Visitor Bureau,https://visitfredericksburgtx.com,United States,15,Unknown,,"Explore Fredericksburg, TX | Wineries, History & Holiday Fun",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119443
Pennsylvania Department of Transportation (PennDOT),https://penndot.gov,United States,12000,Unknown,,Department of Transportation | Department of Transportation | Commonwealth of Pennsylvania ,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119449
INTERNATIONAL STAGE LINES,https://islbus.com,Canada,20,Unknown,,International Stage Lines,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119450
Opal Hotels Group,https://opalhotelsgroup.com,United States,34,Unknown,,"Opal Hotels Group - Real Estate Investors, Owners, Operators",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119469
PrimeConcept,https://primeconcept.co.uk,Russia,74,Unknown,,Главная страница - Prime Lifestyle Management,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119753
Andaman Discoveries,https://andamandiscoveries.com,United States,11,Unknown,,Home - Andaman Discoveries,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119760
Diamond Coach,https://diamondcoach.com,United States,31,Unknown,,Diamond Coach,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119770
"Eventures Unlimited, Inc.",https://eventuresunlimited.com,United States,14,Unknown,,Destination Management / Orlando DMC / Eventures Unlimited / Destination Management Company / Event Planner,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119785
Hidden Links,https://hiddenlinksgolf.com,United States,16,Unknown,,"Hidden Links Golf | Golf tour packages, to Ireland, England, USA",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119797
The Journeymasters,https://journeymasters.com,United States,20,Unknown,,Home - Journeymasters,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119798
"EWA Travel, Inc.",https://ewatravel.com,United States,14,Unknown,,"EWA Travel, Inc.",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119801
Raleigh Enterprises,https://raleighenterprises.com,United States,36,Unknown,,"Raleigh Enterprises – A family-run business for more than 60 years, Raleigh Enterprises is a real estate -based service company,",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119806
Sulgrave Club,https://sulgraveclub.org,United States,29,Unknown,,Sulgrave Club Home Page,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,119823
JYI Hospitality Management & Consultants,https://jyihospitality.com,United States,21,Unknown,,JYI Hospitality Management  & Consultants,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120135
Marcus Whitman Hotel & Conference Center,https://marcuswhitmanhotel.com,United States,45,Unknown,,Marcus Whitman Hotel & Conference Center | Official Site,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120162
Georgia Safari Conservation Park,https://georgiasafari.com,United States,11,Unknown,,Home | Georgia Safari,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120169
Travel Square One/Altour,https://travelsquareone.com,United States,16,Unknown,,Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120176
Great Lakes Helicopter,https://greatlakeshelicopter.ca,Canada,28,Unknown,,"
      Great Lakes Helicopter
",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120195
The Griffin Group,https://griffingroup.com,United States,47,Unknown,,"Griffin Group - Construction in Yemen, Oil and Gas Services Yemen & the Middle East, Yemen Security Services, Education, IT Services Yemen, Yemen Logistics",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120214
Pharr,https://pharrcorp.com,United States,40,Unknown,,Pharr | Three businesses. One company.,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120260
Safari Adventures,https://safari-adventures-mauritius.com,United States,40,Unknown,,Big Cat Encounters at Safari Adventures,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120318
Kennebunkport Resort Collection,https://kennebunkportresortcollection.com,United States,91,Unknown,,Kennebunkport Resort Collection | Official Site,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120349
Salem Witch Museum,https://salemwitchmuseum.com,United States,32,Unknown,,"
The 1692 Salem Witch Museum | History, Education, Self-Guided Tours",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120418
Waves Of Wellness,https://waveofwellness.net,United Kingdom,22,Unknown,,Wave of Wellness – Paddleboarding Eco Tours and Adventure Travel Tours and Yoga Training,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120469
bonotel exclusive travel,https://bonotel.com,United States,53,Unknown,,Bonotel Exclusive Travel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120474
Thomson Bike Tours,https://thomsonbiketours.com,United States,30,Unknown,,"Tour de France Cycling Tours, Guided Road & Gravel Bike Trips",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120475
Pinnacle Hotels USA,https://pinnacleholdings.com,United States,54,Unknown,,Pinnacle Holdings,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120505
IMIC Hotels,https://imichotels.com,United States,35,Unknown,,IMIC Hotels | Hotel Development and Management,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120663
Union Cab Company,https://unioncabaz.com,United States,26,Unknown,,"Union Cab Company | Fast, Reliable, Safe",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120667
Trip Brands LLC,https://tripbrandsgroup.com,United States,25,Unknown,,Trip Brand LLC ,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,120839
W Management International,https://wmanagementinternational.com,United States,39,Unknown,,W Management International | We rent your buildings and homes to share them with our guests,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121004
Cabot Citrus Farms,https://cabotcitrusfarms.com,United States,87,Unknown,,Cabot Citrus Farms,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121013
Global Marketing Consulting,https://globalmarketingconsulting.global,United States,15,Unknown,,"Global Marketing Consulting – VIP Concierge Services, Limousine, Hotels, Transportation",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121022
The Hux Bar & Hotel,https://huxhotel.com,United Kingdom,12,Unknown,,Boutique Hotel | Cocktail Bar | Live Music Lounge,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121043
FLEET Technologies Ltd,https://fleet.com.au,Australia,23,Unknown,,FLEET SaaS for Ground Transport Providers,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121102
Marlin Hospitality,https://marlingroup.com.au,Australia,33,Unknown,,Marlin Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121127
Cabot Cape Breton,https://cabotcapebreton.com,Canada,170,Unknown,,Cabot Cape Breton,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121130
Buxton Books,https://buxtonbooks.com,United States,21,Unknown,,Buxton Books,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121206
Hampshire Property Group,https://hampshirepropertygroup.com.au,Australia,84,Unknown,,Hampshire Property Group |,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121282
The Woodlands Inn,https://woodlandsmansion.com,United States,24,Unknown,,"Woodlands Mansion, The Lowcountry's Premiere Luxury Event Venue",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121340
Mount Nevis Hotel,https://mountnevishotel.com,United States,15,Unknown,,Discover The Mount Nevis Hotel - Your Perfect Caribbean Retreat,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121636
Hotel La Croix,https://lacroixwaikiki.com,United States,16,Unknown,,Hotel La Croix Waikiki | Recharge x Connect with Nature,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121637
Innsbruck Tourismus,https://innsbruck-tourismus.at,Austria,78,Unknown,,Innsbruck Tourismus: Über Innsbruck Tourismus,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121699
Bayside Travel Inc,https://luxurytravelservice.com,United States,14,Unknown,,Bayside Travel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121722
Capri Hospitality Management,https://caprihm.com,United States,41,Unknown,,"Capri Hospitality Management, Inc.",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121796
Sorrel River Ranch Resort & Spa,https://sorrelriver.com,Mexico,50,Unknown,,Sorrel River Ranch Resort & Spa™ A Luxury Moab Resort Utah.,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,121800
VillaCarte,https://villacarte.com,Ukraine,25,Unknown,,VillaСarte.com - Real Estate Agency & Concierge Service in Thailand.,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,124826
Sunwing Airlines Inc.,https://flysunwing.com,Canada,910,Unknown,,"Sunwing Airlines: Terms, Conditions & Air Passenger Rights | Legal | Sunwing.ca",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,124867
Travel Makers,https://travelmakersmd.com,United States,18,Unknown,,Travel Makers,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,124927
Hope Hotel & Richard C. Holbrooke Conference Center,https://hopehotel.com,United States,23,Unknown,,Hope Hotel & Richard C. Holbrooke Conference Center at Wright Patterson Air Force Base,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125252
Novotel Melbourne Preston,https://novotelmelbournepreston.com,Australia,20,Unknown,,Hotel Accommodation Preston | Novotel Melbourne Preston,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125286
Dredge Town @Alaska360,https://alaska3sixty.com,United States,11,Unknown,,Alaska 360 ™ | Welcome to Dredgetown,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125287
Boutique Travel Advisors,https://travelbta.com,United States,19,Unknown,,Boutique Travel Advisors - Luxury Virtuoso Travel Agency,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125298
Murder 57 Ltd,https://murder57.com,United Kingdom,28,Unknown,,MURDER 57 - The UK's leading murder mystery company | Murder 57,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125524
United Taxis,https://556677.com,United Kingdom,75,Unknown,,United Taxis - 01202 556677 - Online Fare Calculator,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125542
Classic Collection Holidays,https://classic-collection.co.uk,United Kingdom,150,Unknown,,Classic Collection Holidays,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125598
Leonardo Hotels & Resorts Mediterranean,https://leonardo-hotels-cyprus.com,Cyprus,74,Unknown,,Leonardo Hotels Cyprus | Hotels & Resorts in Cyprus,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125801
South Cross,https://ukrest.ru,Russia,16,Unknown,,"Туры в Грецию, Доминикану, Таиланд, Сингапур, Китай, туры на Кубу, Маврикий. Раннее бронирование 2014. Туроператор ЮЖНЫЙ КРЕСТ.",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125805
Synergy Flight Center,https://synergyfbo.com,United States,18,Unknown,,Synergy Flight Center in Bloomington and Wheeling IL,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125893
home.ly,https://home.ly,United Kingdom,14,Unknown,,Home.ly - Serviced Apartment London,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125898
VOLUXIS,https://voluxis.com,United Kingdom,39,Unknown,,Private jet charter and aircraft management | VOLUXIS,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125908
Humber Bridge Board,https://humberbridge.co.uk,United Kingdom,56,Unknown,,Humber Bridge,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125918
MARATHON AIRLINES S.A.,https://flymarathon.aero,United States,58,Unknown,,Home | Marathon Airlines,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125937
Crow Wood Hotel & Spa Resort,https://crowwood.com,United States,73,Unknown,,"Crow Wood - a unique concept in health, fitness and leisure in Burnley",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,125943
My Medical Vacations,https://mymedicalvacations.com,Mexico,18,Unknown,,Medical Tourism Cancun Mexico | My Medical Vacations,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,126353
The Club at Hillbrook,https://clubhillbrook.com,United States,12,Unknown,,The Club at Hillbrook - Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,126431
Incentivise Ltd,https://incentivise.co.uk,United Kingdom,16,Unknown,,Incentivise: Incentive & Corporate Travel Agency,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,126443
Indigo Travel,https://indigotravel.co.uk,United Kingdom,23,Unknown,,Home :: Indigo Travel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,126625
HyperloopTT,https://hyperlooptt.com,United States,150,Unknown,,Hyperloop Transportation Technologies | HyperloopTT,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,126647
Vrindavan Travels,https://vrindavan.in,United Kingdom,21,Unknown,,OTHAYOTH - Website Under Construction,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,126972
COSTA DE ORO BEACH HOTEL,https://hotelcostadeoro.mx,Mexico,21,Unknown,,hotelcostadeoro.com,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,126981
Identity Salon,https://mapquest.com,United States,19,Unknown,,"Official MapQuest - Maps, Driving Directions, Live Traffic",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,126992
Nolan Reynolds International,https://nrinternational.com,United States,19,Unknown,,NRI Nolan Reynolds International – Real Estate Investment,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,126997
Cariboo Chilcotin Coast Tourism,https://landwithoutlimits.com,Canada,19,Unknown,,Visit British Columbia's Land Without Limits | Cariboo Chilcotin Coast,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127012
CATALYST.cm,https://catalystplanet.com,United States,20,Unknown,,CATALYST PLANET,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127013
Chestnut Ridge Golf Resort and Conference Center,https://chestnutridgeresort.com,United States,21,Unknown,,"Chestnut Ridge Golf Resort and Conference Center - Blairsville, PA",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127028
Travellanda Ltd,https://travellanda.com,United Kingdom,35,Unknown,,HOME | Travellanda | Wholesaler B2B Hotels Online | London,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127347
Tourisme Mauricie,https://tourismemauricie.com,Canada,25,Unknown,,Tourisme Mauricie - 40 000 km² d'aventures au cœur du Québec,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127410
Roseborough Travel Agency,https://roseboroughtravel.com,United States,18,Unknown,,Home - Roseborough Travel Agency,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127544
THE ALAN,https://thealanhotel.com,United Kingdom,38,Unknown,,Home - The Alan Hotel Manchester,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127552
The Hospitality Group,https://hospitality.com.au,Australia,24,Unknown,,Hospitality Inns | Hospitality Inns,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127636
Madonna Inn,https://madonnainn.com,United States,82,Unknown,,"Madonna Inn |  Iconic Hotel, Dining & Events in SLO ",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127710
Sellersville Theater 1894 and The Washington House Hotel & Restaurant,https://st94.com,United States,44,Unknown,,Live Music. Comedy. Theater. | The Sellersville Theater,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127775
Crimson Hotels,https://crimsonhotels.in,United Kingdom,69,Unknown,,Crimson Hotels India | International Hotel Management & Setup Services,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127853
ALKO Hotels,https://alkohotels.com,United States,21,Unknown,,ALKO Hotel Management Company | Eugene Oregon Hotel Management,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127860
Paradise Villas & Vacations,https://paradisevillapr.com,United States,11,Unknown,,Home - Paradise Villas,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127899
Hyatt Regency Lost Pines Resort & Spa,https://lostpinesresortandspa.com,United States,240,Unknown,,"Hyatt Regency Lost Pines Resort & Spa | Near Austin, TX",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127922
Wiggins Airways,https://wiggins-air.com,United States,11,Unknown,,Home - Wiggins Air,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127970
Travel Advantage,https://traveladvantage.com,United States,160,Unknown,,Travel Advantage™ | Login,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,127978
Sir Richard Sutton Limited (SRSL),https://srsl.co.uk,United Kingdom,56,Unknown,,Sir Richard Sutton Limited,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,128011
PRIVATE CLIENTS TRAVEL LTD,https://privateclientstravel.com,United Kingdom,110,Unknown,,Private Clients Travel – Membership by Invitation Only,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,128127
"Jet Logistics, Inc.",https://jetlogistics.us,United States,54,Unknown,,"Jet Logistics™ – Worldwide Air Medical Transport, Aircraft Maintenance, Charter, Management & Aviation Services (Charlotte • Raleigh–Durham, NC)",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,128129
Kewadin Casinos,https://kewadin.com,United States,170,Unknown,,Kewadin Casinos – This is Kewadin Country,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,128190
Discover Lehigh Valley,https://discoverlehighvalley.com,United States,18,Unknown,,"Lehigh Valley Hotels, Events, Things to Do & Vacation Planning",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,128196
Grand River Casino and Resort,https://grandrivercasino.com,United States,31,Unknown,,Grand River Casino & Resort,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,128301
"GBS International, Inc.",https://gbsinternationalinc.com,United States,150,Unknown,,"
        Home | GBS International Inc",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,128318
PARTO CRS,https://partocrs.com,United Kingdom,44,Unknown,,Parto CRS,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,128354
Hertz Avasa,https://avasa.com.mx,Mexico,210,Unknown,,AVASA | Car Rental Services,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,128485
Ipanema Food Group,https://carvihotel.com,United States,17,Unknown,,Hotel - Carvi Beach Hotel Lagos Algarve | Official Website,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,128680
Five Star Tours,https://fivestartours.com,United States,24,Unknown,,Five Star Tours - Charter Transportation & San Diego Tours - Best Tours in California - Bus Charters in San Diego,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,128684
Calivigny Island,https://calivigny-island.com,Mexico,11,Unknown,,Calivigny Island - Luxury private island - OFFICIAL,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,128711
The Local Foreigner,https://localforeigner.com,United States,43,Unknown,,"Local Foreigner, Luxury Travel Consultancy",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,128840
Navisyogroup,https://navisyogroup.com,United States,14,Unknown,,Navisyo Group ,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,129062
PROP,https://propsf.net,United States,150,Unknown,,PROP #commuterevolution,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,129423
International Jet Management,https://ijm.at,United States,68,Unknown,,International Jet Mangement,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,129434
Forest Suites Resort at Heavenly Village,https://forestsuites.com,United States,36,Unknown,,Heavenly Village Resort | Forest Suites Resort,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,129566
Pike Aviation - Flight Support Solutions,https://pike-aviation.com,United States,24,Unknown,,Pike Aviation – Making your stay a success,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,129574
Aire Libre,https://airelibre.earth,Mexico,22,Unknown,,Aire Libre,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,129668
Stay at Lina,https://stayatlina.com,United States,120,Unknown,,Stay at Lina,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,129858
Alberigo Hotel Management,https://alberigohotelmgt.com,United States,22,Unknown,,Alberigo Hotel Management – Alberigo Hotel Management & Consulting,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,129869
Sandpiper Bay Resort and Spa,https://sandpiperbayresort.com,United States,19,Unknown,,Home - Sandpiper Bay All-Inclusive Resort,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,130152
abc investments and management company,https://abcinns.com,United States,96,Unknown,,ABC INVESTMENTS & MANAGEMENT CO. - HOTEL AND COMMERCIAL MANAGEMENT/DEVELOPMENT,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,130208
Tifa Travels & Tours,https://tifatravels.com,United Kingdom,19,Unknown,,Search and Book Cheap Flights from Nigeria - Tifa Travels,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,130250
Chrome Hospitality Management,https://chromehm.com,United States,17,Unknown,,Chrome – Hospitality Management,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,130309
Louisville Executive Aviation,https://louisvilleexecutive.com,United States,16,Unknown,,Louisville Executive Aviation,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,130425
Advantage Reserve,https://advantagereserve.com,United States,36,Unknown,,Home | Advantage Reserve,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,130435
Edward Thomas Collection,https://edwardthomasco.com,United States,43,Unknown,,"Santa Monica Luxury Beach Hotels, Restaurants & Spas | ETC",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,130449
Estero Beach Hotel & Resort,https://hotelesterobeach.com,United States,31,Unknown,,hotelesterobeach.com,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,130727
Rest Group,https://restgroup.co.uk,Australia,14,Unknown,,REST Group | Unique Hotels & Accommodation Across The UK,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,130919
Angela Shanley Associates Ltd,https://asa-dmc.com,United Kingdom,74,Unknown,,Award-winning DMC Angela Shanley Associates,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,131101
Atlas Workshops,https://atlasworkshops.com,United States,22,Unknown,,Atlas Workshops,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,131127
The Columns Hotel,https://thecolumns.com,United States,26,Unknown,,Home - Columns,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,131164
Converge Hospitality,https://convergehospitality.com,United States,33,Unknown,,"Converge Hospitality - Hotel Management, Hospitality",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,131175
Elite Travel Management,https://elitetravelmanagement.ca,Canada,22,Unknown,,"Best International Travel Management Agency | Calgary, Edmonton, Toronto.",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,131187
BUSLINES GROUP PTY LIMITED,https://buslinesgroup.com.au,Australia,38,Unknown,,Home - Buslines Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,131281
Fly Across,https://flyacross.com.mx,Mexico,180,Unknown,,Inicio | Fly Across,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,131677
Sycamore Creek Ranch,https://sycamorecreekfamilyranch.com,United States,11,Unknown,,Sycamore Creek,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,131706
Traveality Corporation,https://traveality.com,United States,15,Unknown,,Traveality Corporation - Traveality,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,131717
True North,https://truenorth.com.au,United States,19,Unknown,,Luxury Cruises in Australia - True North Adventure Cruises,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,131718
Castle Howard Estate Ltd,https://castlehoward.co.uk,United Kingdom,89,Unknown,,"
	Castle Howard House and Gardens - A Place Like No Other
",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,131738
OnTrack Retail,https://ontrackretail.co.uk,United Kingdom,24,Unknown,,OnTrack Retail,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,131800
Al Habtoor Palace,https://habtoorpalace.com,United Kingdom,55,Unknown,,Al Habtoor Palace | Luxury 5-Star Hotel in Dubai,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,131806
TRIME,https://trime.ua,Ukraine,16,Unknown,,Business Travel in Ukraine – TRIME | EGENCIA Ukraine,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,9
Emerging Travel Group,https://emergingtravel.com,Cyprus,1600,Unknown,,Emerging Travel Group,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,11
Affordable Travel,https://affordabletravelclub.net,United States,37,Unknown,,The Affordable Travel Club,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,20
Auberge Saint-Gabriel,https://aubergesaint-gabriel.com,Canada,24,Unknown,,Auberge Saint-Gabriel,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,23
Sundance Vacations,https://sundancevacations.com,United States,260,Unknown,,Login to your Account,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,25
Central Flying Service,https://central.aero,United States,97,Unknown,,Home - Central Flying Service,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,33
Aparium Hotel Group,https://aparium.com,United States,330,Unknown,,Aparium,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,37
Valerie Wilson Travel,https://valeriewilsontravel.com,United States,260,Unknown,,The Joy of the Journey | Valerie Wilson Travel,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,38
Sugar Bowl,https://sugarbowl.com,United States,230,Unknown,,Sugar Bowl Resort. Ski or Snowboard on the most snow in Tahoe!,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,44
Elite Island Resorts,https://eliteislandresorts.com,United States,110,Unknown,,Homepage - Elite Island Resorts,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,45
Corinthia Group,https://corinthiagroup.com,United States,84,Unknown,,"Corinthia Group - Owners, Developers & Operators of the Corinthia Hotels and Real Estate Brand",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,51
Alisal Ranch,https://alisalranch.com,United States,94,Unknown,,"California's Luxury Dude Ranch | Alisal Ranch, Solvang CA",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,52
"Equity LifeStyle Properties, Inc.",https://equitylifestyleproperties.com,United States,3800,Unknown,,"Equity LifeStyle Properties | Manufactured Home Communities, Rental Homes, Retirement Communities, RV Campgrounds",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,62
SKYLINE INVESTMENTS INC,https://skylineinvestments.com,Canada,680,Unknown,,Home - Skyline Investments,Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,96
Global Work & Travel,https://globalworkandtravel.com,Australia,98,Unknown,,"Global Work & Travel - Be more than a tourist.

",Unknown,No reasoning provided,results_batch_quota-retry-fresh.jsonl,111
